age,job,marital,education,key,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
32,management,married,tertiary,32managementmarriedtertiary,no,1331,no,no,cellular,12,aug,93,1,104,4,success,no
51,management,married,tertiary,51managementmarriedtertiary,no,994,no,no,cellular,3,sep,268,1,98,3,failure,no
43,blue-collar,married,secondary,43blue-collarmarriedsecondary,no,948,yes,no,cellular,17,apr,185,1,336,2,other,no
36,self-employed,divorced,tertiary,36self-employeddivorcedtertiary,no,1354,yes,no,cellular,14,may,1723,1,356,2,success,yes
57,management,married,tertiary,57managementmarriedtertiary,no,1318,no,no,cellular,18,jan,91,2,94,3,success,no
77,retired,married,primary,77retiredmarriedprimary,no,2590,no,no,telephone,15,feb,112,5,94,15,success,no
36,management,single,tertiary,36managementsingletertiary,no,181,yes,no,cellular,13,may,159,2,278,4,failure,no
33,technician,single,tertiary,33techniciansingletertiary,no,317,yes,no,cellular,4,jun,323,1,80,14,other,yes
47,management,single,tertiary,47managementsingletertiary,no,86,no,no,cellular,30,apr,387,3,87,1,success,yes
52,management,married,tertiary,52managementmarriedtertiary,no,583,no,no,cellular,17,may,376,1,181,3,success,yes
34,services,married,secondary,34servicesmarriedsecondary,no,703,no,no,cellular,17,apr,282,2,150,2,failure,no
51,technician,married,secondary,51technicianmarriedsecondary,no,2,yes,yes,cellular,4,feb,71,1,205,3,failure,no
34,self-employed,married,tertiary,34self-employedmarriedtertiary,no,980,no,no,cellular,31,aug,69,2,54,4,failure,no
46,management,married,secondary,46managementmarriedsecondary,no,1098,no,no,cellular,8,may,99,3,343,3,other,no
48,housemaid,single,primary,48housemaidsingleprimary,no,46,no,no,cellular,3,aug,113,2,180,1,failure,yes
28,management,divorced,tertiary,28managementdivorcedtertiary,no,229,yes,no,cellular,9,apr,1042,2,315,2,other,yes
41,unemployed,single,tertiary,41unemployedsingletertiary,no,7968,no,no,cellular,2,sep,404,1,184,4,success,yes
32,blue-collar,married,secondary,32blue-collarmarriedsecondary,no,1779,yes,no,cellular,13,may,191,1,342,2,failure,no
55,technician,married,secondary,55technicianmarriedsecondary,no,517,yes,yes,cellular,6,feb,47,3,263,4,failure,no
55,management,divorced,tertiary,55managementdivorcedtertiary,no,2625,yes,no,cellular,5,may,286,1,252,3,failure,no
54,management,married,tertiary,54managementmarriedtertiary,no,67,yes,no,cellular,2,feb,161,3,73,1,other,no
58,housemaid,married,primary,58housemaidmarriedprimary,no,260,yes,no,telephone,15,may,71,5,364,3,failure,no
37,services,married,secondary,37servicesmarriedsecondary,no,4954,yes,no,cellular,14,may,290,4,356,3,other,no
41,management,married,tertiary,41managementmarriedtertiary,no,2487,no,no,cellular,5,aug,206,1,97,1,failure,no
34,blue-collar,married,primary,34blue-collarmarriedprimary,no,6718,no,no,cellular,13,jan,278,4,97,1,other,no
35,blue-collar,divorced,primary,35blue-collardivorcedprimary,no,4401,yes,no,cellular,6,may,316,2,279,4,failure,no
48,admin.,single,secondary,48admin.singlesecondary,no,303,yes,yes,cellular,2,feb,142,1,189,4,failure,no
33,admin.,married,tertiary,33admin.marriedtertiary,no,79,yes,no,cellular,22,oct,249,2,335,2,failure,yes
29,admin.,single,secondary,29admin.singlesecondary,no,543,yes,yes,cellular,18,may,166,1,349,5,other,no
38,technician,single,secondary,38techniciansinglesecondary,no,864,yes,no,cellular,13,may,364,1,348,1,failure,no
42,self-employed,married,secondary,42self-employedmarriedsecondary,no,3211,no,no,cellular,19,nov,87,2,111,1,failure,no
30,admin.,single,secondary,30admin.singlesecondary,no,1027,yes,no,cellular,27,may,136,2,114,1,success,no
48,technician,single,tertiary,48techniciansingletertiary,no,104,yes,no,cellular,5,may,124,2,344,1,other,no
29,management,married,secondary,29managementmarriedsecondary,no,231,no,no,cellular,14,may,1075,1,14,1,failure,yes
63,blue-collar,married,primary,63blue-collarmarriedprimary,no,115,no,no,telephone,27,apr,325,1,180,7,failure,yes
33,management,single,tertiary,33managementsingletertiary,no,935,no,no,cellular,9,feb,385,2,92,8,success,yes
40,blue-collar,married,secondary,40blue-collarmarriedsecondary,no,746,yes,yes,cellular,2,feb,241,1,262,3,other,no
27,self-employed,married,secondary,27self-employedmarriedsecondary,yes,254,yes,yes,cellular,29,jan,194,1,188,1,failure,no
38,management,married,tertiary,38managementmarriedtertiary,no,1199,no,no,cellular,4,aug,178,1,1,1,success,yes
25,admin.,single,secondary,25admin.singlesecondary,no,507,yes,no,cellular,15,may,832,1,367,3,failure,yes
67,retired,married,primary,67retiredmarriedprimary,no,942,no,no,cellular,6,nov,455,2,84,2,other,yes
34,management,married,tertiary,34managementmarriedtertiary,no,5878,no,no,cellular,29,jan,159,7,98,3,success,no
80,retired,married,secondary,80retiredmarriedsecondary,no,2354,no,no,telephone,4,aug,199,2,181,3,success,no
35,blue-collar,single,primary,35blue-collarsingleprimary,no,246,no,no,cellular,14,may,157,2,345,5,failure,no
68,retired,single,tertiary,68retiredsingletertiary,no,2144,no,no,cellular,26,jan,708,1,96,3,success,yes
31,services,married,secondary,31servicesmarriedsecondary,no,442,yes,no,cellular,2,feb,69,1,270,2,failure,no
40,management,married,tertiary,40managementmarriedtertiary,no,1598,yes,yes,cellular,6,may,1074,4,344,3,failure,yes
53,admin.,married,secondary,53admin.marriedsecondary,no,1796,no,no,telephone,16,mar,295,1,91,2,success,yes
29,services,single,secondary,29servicessinglesecondary,no,102,no,no,cellular,11,jan,111,1,210,4,failure,no
60,retired,married,secondary,60retiredmarriedsecondary,no,523,no,no,cellular,11,feb,467,1,182,3,success,yes
63,entrepreneur,married,secondary,63entrepreneurmarriedsecondary,no,3904,no,no,telephone,4,aug,250,2,187,2,success,yes
58,technician,married,secondary,58technicianmarriedsecondary,no,1,no,no,cellular,2,apr,333,1,64,2,failure,no
37,blue-collar,married,secondary,37blue-collarmarriedsecondary,no,2066,yes,yes,cellular,21,nov,10,7,113,5,failure,no
35,management,married,tertiary,35managementmarriedtertiary,no,5367,no,no,cellular,2,jun,80,1,92,1,failure,no
40,technician,married,secondary,40technicianmarriedsecondary,no,694,yes,no,cellular,4,feb,97,4,196,5,failure,no
32,management,married,tertiary,32managementmarriedtertiary,no,2667,yes,no,cellular,4,mar,251,1,181,4,failure,yes
54,retired,married,primary,54retiredmarriedprimary,no,136,yes,no,cellular,3,apr,352,1,332,2,failure,no
75,retired,married,primary,75retiredmarriedprimary,no,1765,no,no,telephone,11,mar,282,2,181,2,success,no
39,technician,divorced,secondary,39techniciandivorcedsecondary,no,807,yes,yes,cellular,13,may,69,1,260,6,failure,no
54,management,divorced,tertiary,54managementdivorcedtertiary,no,380,no,yes,cellular,10,dec,501,1,188,2,success,no
28,student,single,tertiary,28studentsingletertiary,no,5741,no,no,cellular,10,sep,1042,5,200,3,failure,yes
34,blue-collar,married,secondary,34blue-collarmarriedsecondary,no,1464,yes,no,cellular,28,aug,207,3,130,5,other,yes
65,entrepreneur,married,tertiary,65entrepreneurmarriedtertiary,no,2331,no,no,telephone,9,feb,290,1,92,1,success,yes
39,technician,single,secondary,39techniciansinglesecondary,no,1435,no,no,cellular,17,jun,383,1,296,19,other,yes
50,management,married,tertiary,50managementmarriedtertiary,no,414,yes,no,cellular,3,apr,707,1,302,3,failure,yes
37,technician,divorced,secondary,37techniciandivorcedsecondary,no,141,yes,no,cellular,6,may,848,1,364,3,failure,yes
55,retired,married,secondary,55retiredmarriedsecondary,no,785,yes,no,cellular,14,may,47,1,370,2,failure,no
34,technician,married,secondary,34technicianmarriedsecondary,no,114,yes,yes,cellular,4,jun,153,1,309,3,other,no
53,retired,married,tertiary,53retiredmarriedtertiary,no,1452,no,yes,cellular,19,nov,442,2,113,3,failure,no
54,admin.,divorced,tertiary,54admin.divorcedtertiary,no,122,no,no,cellular,26,oct,322,1,547,1,failure,no
33,blue-collar,married,secondary,33blue-collarmarriedsecondary,no,3514,yes,no,cellular,20,nov,214,2,184,2,failure,no
27,student,single,tertiary,27studentsingletertiary,no,3733,yes,no,cellular,22,may,198,1,98,6,success,yes
27,technician,single,secondary,27techniciansinglesecondary,no,643,no,no,telephone,14,oct,301,1,93,1,success,yes
50,management,married,tertiary,50managementmarriedtertiary,no,101,yes,no,cellular,6,apr,43,2,326,1,failure,no
43,blue-collar,married,primary,43blue-collarmarriedprimary,no,2519,yes,no,cellular,16,apr,257,2,146,9,other,no
33,services,single,secondary,33servicessinglesecondary,no,406,yes,no,cellular,5,feb,61,1,275,1,failure,no
30,services,married,secondary,30servicesmarriedsecondary,no,586,yes,no,cellular,20,nov,148,6,176,4,failure,no
26,student,single,tertiary,26studentsingletertiary,no,10086,no,no,cellular,8,jul,475,3,78,2,success,no
38,management,married,tertiary,38managementmarriedtertiary,no,413,no,no,cellular,13,oct,252,2,183,3,success,yes
39,services,divorced,secondary,39servicesdivorcedsecondary,no,1957,yes,yes,cellular,16,apr,350,1,147,1,failure,no
26,blue-collar,single,secondary,26blue-collarsinglesecondary,no,154,yes,no,cellular,18,may,1010,2,356,2,failure,no
35,entrepreneur,married,secondary,35entrepreneurmarriedsecondary,no,2971,no,no,cellular,4,may,429,4,164,2,failure,yes
50,entrepreneur,married,secondary,50entrepreneurmarriedsecondary,no,806,yes,yes,cellular,7,may,141,8,297,2,other,no
39,management,married,tertiary,39managementmarriedtertiary,no,119,yes,no,cellular,1,sep,265,2,476,4,success,yes
29,admin.,married,secondary,29admin.marriedsecondary,no,252,yes,no,cellular,15,may,1223,3,371,1,failure,no
38,technician,single,secondary,38techniciansinglesecondary,no,884,yes,yes,cellular,17,apr,113,2,149,3,failure,no
31,self-employed,single,secondary,31self-employedsinglesecondary,no,148,yes,yes,cellular,6,may,232,2,167,4,failure,no
52,blue-collar,married,secondary,52blue-collarmarriedsecondary,no,266,yes,no,cellular,18,may,87,2,299,3,other,no
34,blue-collar,married,secondary,34blue-collarmarriedsecondary,no,7,yes,yes,cellular,2,feb,171,2,193,2,other,no
55,entrepreneur,divorced,tertiary,55entrepreneurdivorcedtertiary,no,1730,no,no,cellular,17,nov,89,2,118,3,failure,no
59,management,married,tertiary,59managementmarriedtertiary,no,4606,no,no,telephone,1,sep,194,2,189,2,failure,no
55,housemaid,married,secondary,55housemaidmarriedsecondary,no,5,no,no,cellular,2,feb,269,1,206,2,failure,no
46,admin.,divorced,secondary,46admin.divorcedsecondary,no,660,yes,no,cellular,29,jan,1026,1,259,2,failure,no
37,blue-collar,divorced,secondary,37blue-collardivorcedsecondary,no,33,yes,no,cellular,20,nov,106,2,167,1,failure,no
49,blue-collar,divorced,primary,49blue-collardivorcedprimary,no,24,yes,no,cellular,11,may,701,1,362,1,success,yes
32,self-employed,single,tertiary,32self-employedsingletertiary,no,519,yes,no,cellular,16,apr,317,2,149,1,failure,no
38,blue-collar,divorced,secondary,38blue-collardivorcedsecondary,no,614,yes,no,cellular,16,apr,314,2,331,1,failure,no
31,management,single,tertiary,31managementsingletertiary,no,874,yes,no,cellular,7,may,98,1,170,2,failure,no
36,services,married,secondary,36servicesmarriedsecondary,no,456,yes,yes,cellular,17,apr,294,1,319,4,failure,no
61,housemaid,married,primary,61housemaidmarriedprimary,no,848,no,no,cellular,27,apr,605,1,187,1,other,no
47,housemaid,married,tertiary,47housemaidmarriedtertiary,no,333,no,no,telephone,21,nov,8,5,137,1,failure,no
37,management,single,tertiary,37managementsingletertiary,no,62,yes,no,cellular,2,aug,428,2,272,8,success,yes
44,self-employed,divorced,tertiary,44self-employeddivorcedtertiary,no,1070,yes,no,cellular,11,nov,172,1,91,5,success,yes
40,technician,married,tertiary,40technicianmarriedtertiary,no,1293,no,no,cellular,16,sep,1702,3,105,2,success,yes
86,retired,married,secondary,86retiredmarriedsecondary,no,1503,no,no,telephone,18,mar,165,3,101,1,other,no
31,management,single,tertiary,31managementsingletertiary,no,308,yes,yes,cellular,28,jan,262,2,268,2,other,no
27,student,single,tertiary,27studentsingletertiary,no,39,no,no,cellular,17,may,379,1,258,10,other,yes
37,management,married,tertiary,37managementmarriedtertiary,no,900,yes,no,cellular,7,may,155,1,357,2,failure,no
43,admin.,single,secondary,43admin.singlesecondary,no,1022,yes,no,cellular,5,feb,163,3,276,2,failure,no
28,student,single,secondary,28studentsinglesecondary,no,1925,no,no,cellular,25,nov,487,1,97,2,failure,yes
50,blue-collar,married,secondary,50blue-collarmarriedsecondary,no,26,yes,no,cellular,7,may,245,5,366,2,failure,no
39,technician,divorced,secondary,39techniciandivorcedsecondary,no,902,yes,no,cellular,10,feb,691,2,180,5,failure,yes
34,admin.,married,secondary,34admin.marriedsecondary,no,50,yes,no,cellular,2,feb,173,1,258,2,failure,no
23,student,single,tertiary,23studentsingletertiary,no,691,no,no,cellular,27,may,1178,1,178,6,success,yes
41,blue-collar,married,secondary,41blue-collarmarriedsecondary,no,992,yes,yes,cellular,5,may,335,1,295,3,failure,no
71,retired,married,tertiary,71retiredmarriedtertiary,no,2651,no,no,cellular,24,aug,73,3,200,2,failure,no
48,services,married,secondary,48servicesmarriedsecondary,no,651,no,yes,cellular,28,jan,228,1,196,2,failure,no
84,retired,married,secondary,84retiredmarriedsecondary,no,81204,no,no,telephone,1,apr,390,1,94,3,success,yes
29,technician,single,tertiary,29techniciansingletertiary,no,828,yes,no,cellular,16,apr,215,3,321,3,other,no
43,blue-collar,married,secondary,43blue-collarmarriedsecondary,no,664,yes,no,cellular,9,apr,290,2,301,1,failure,no
46,management,divorced,tertiary,46managementdivorcedtertiary,no,461,no,no,cellular,10,mar,127,1,70,2,success,no
64,management,married,tertiary,64managementmarriedtertiary,no,5112,no,no,telephone,19,oct,898,7,137,11,other,yes
34,blue-collar,married,secondary,34blue-collarmarriedsecondary,no,2994,yes,no,cellular,15,may,358,1,176,1,failure,no
30,blue-collar,married,secondary,30blue-collarmarriedsecondary,no,313,yes,yes,cellular,6,may,311,3,364,1,failure,no
60,retired,divorced,tertiary,60retireddivorcedtertiary,no,381,yes,no,cellular,17,apr,208,2,344,4,failure,no
37,management,married,secondary,37managementmarriedsecondary,no,565,no,no,cellular,29,apr,449,1,398,1,success,yes
43,self-employed,married,secondary,43self-employedmarriedsecondary,no,5564,no,no,cellular,20,apr,45,5,154,2,failure,no
58,management,married,primary,58managementmarriedprimary,no,1052,yes,no,cellular,7,may,147,1,359,4,failure,no
35,technician,married,tertiary,35technicianmarriedtertiary,no,7050,no,no,cellular,10,feb,278,3,187,1,success,yes
38,management,single,tertiary,38managementsingletertiary,no,6158,yes,no,cellular,15,apr,139,5,145,9,failure,yes
34,management,divorced,tertiary,34managementdivorcedtertiary,no,1,yes,no,cellular,5,may,106,1,362,3,other,no
49,blue-collar,married,secondary,49blue-collarmarriedsecondary,no,171,no,no,cellular,4,feb,19,3,175,2,other,no
60,admin.,married,secondary,60admin.marriedsecondary,no,1914,yes,no,cellular,20,apr,65,1,287,3,failure,no
34,management,married,tertiary,34managementmarriedtertiary,no,273,yes,no,cellular,20,nov,308,1,188,1,success,no
47,management,single,tertiary,47managementsingletertiary,no,159,no,no,telephone,29,oct,220,3,155,3,other,yes
42,unemployed,married,secondary,42unemployedmarriedsecondary,no,356,yes,no,cellular,7,may,787,3,356,2,failure,yes
64,retired,married,primary,64retiredmarriedprimary,no,2140,no,no,cellular,16,mar,881,3,155,2,failure,yes
28,technician,single,secondary,28techniciansinglesecondary,no,1532,no,no,cellular,22,may,253,1,107,5,failure,no
28,services,married,secondary,28servicesmarriedsecondary,no,38,yes,no,cellular,18,may,16,5,355,3,other,no
37,management,married,tertiary,37managementmarriedtertiary,no,1330,yes,no,cellular,29,jan,41,2,261,1,failure,no
27,technician,single,tertiary,27techniciansingletertiary,no,11862,no,no,cellular,25,nov,285,2,97,7,success,yes
30,admin.,single,secondary,30admin.singlesecondary,no,2568,no,no,cellular,4,sep,563,1,100,4,other,yes
32,admin.,married,secondary,32admin.marriedsecondary,no,31,no,no,cellular,28,aug,125,2,95,1,failure,no
68,retired,divorced,primary,68retireddivorcedprimary,no,2027,no,no,cellular,15,jun,619,2,92,2,success,yes
42,services,single,tertiary,42servicessingletertiary,no,94,yes,no,cellular,11,aug,176,2,90,4,failure,yes
50,admin.,divorced,secondary,50admin.divorcedsecondary,no,797,yes,no,telephone,21,nov,205,3,119,8,failure,no
31,management,single,tertiary,31managementsingletertiary,no,354,no,no,cellular,30,apr,502,1,9,2,success,yes
47,blue-collar,divorced,primary,47blue-collardivorcedprimary,no,409,yes,no,cellular,13,may,143,2,364,1,other,no
46,management,married,tertiary,46managementmarriedtertiary,no,242,no,no,cellular,4,aug,120,2,96,1,success,yes
30,self-employed,single,tertiary,30self-employedsingletertiary,no,916,no,no,cellular,29,mar,92,2,90,2,success,yes
44,management,married,tertiary,44managementmarriedtertiary,no,423,no,no,cellular,3,jun,136,6,83,5,success,no
41,management,married,tertiary,41managementmarriedtertiary,no,8902,yes,no,cellular,20,apr,16,3,249,5,failure,no
27,blue-collar,single,secondary,27blue-collarsinglesecondary,no,539,yes,no,cellular,9,feb,268,5,252,2,failure,no
29,management,single,secondary,29managementsinglesecondary,no,966,no,no,cellular,9,jul,1185,1,396,2,other,no
43,entrepreneur,divorced,secondary,43entrepreneurdivorcedsecondary,no,3780,yes,no,cellular,9,jun,67,2,202,3,failure,no
79,retired,divorced,primary,79retireddivorcedprimary,no,20,no,no,cellular,29,apr,165,2,182,1,other,no
